127.0.0.1 - - [31/Dec/2016:23:55:50 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=APID&an=Google&p=iOS&u=574ED3DB-5D00-4F7A-BFCB-56F3E9CF5CF9&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
89.186.64.77 - - [01/Jan/2017:00:23:00 -0800] "GET /api/v1/event?a=viator&k=APID&u=0B724750-E738-49DE-AD5C-384981709263&av=5.3.0&i=com.viator&lag=0.04&n=viewProduct&e=%7B%22productName%22%3A%22Jewish%20District%20Walking%20Tour%22%2C%22primaryDestinationId%22%3A511%2C%22primaryDestinationName%22%3A%22Rome%22%2C%22viewProduct%22%3A%22%5C%2221986P10%5C%22%22%7D&p=iOS&rt=plist&s=749EA1AB-265B-4712-AA2E-04EC3BA5C894&t=967.44&idfa=77EB741E-E61F-46EE-8E7E-876719E59A30&idfv=3DED7DD7-CD3B-4FC1-ADEF-CF8BDD454ECB&seq=6&sdk=Apsalar%2F7.3.1&h=faf2ed35ec30138e90af4263b085fc73303ba549 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.0.2 Darwin/16.0.0" "89.186.64.77" 0.000 "-" country=IT&mo=iPhone7%2C2&adv_id=77EB741E-E61F-46EE-8E7E-876719E59A30&ma=Apple&ann=Y
121.214.30.106 - - [01/Jan/2017:00:22:59 -0800] "GET /api/v1/start?a=viator&av=5.3.0&c=wifi&i=com.viator&lag=0.41&n=Viator&p=iOS&rt=plist&s=0D3E3179-DCBD-47E2-8FF1-1FCCC60DBFDE&sdk=Apsalar%2F7.3.1&u=CF3DF255-37EE-4598-AEB4-3BA80A2D777A&v=9.3.5&d=iPad2%2C7&k=APID&sc=fb189309987769660&scs=%5B%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22fb189309987769660%22%5D&cr=0&dnt=0&idfa=28E75221-91D8-4A95-8E4A-DDAEAF9D9706&idfv=20256A5E-9703-45BC-AC48-472ABC372BAD&h=f11f7ae2e89bcf3069b46dcc126f0d7e3ceb4b01 HTTP/1.0" 200 457 "-" "Viator/5.3.0.1 CFNetwork/758.5.3 Darwin/15.6.0" "121.214.30.106" 0.441 "first=false redirect=false startRespTime=18 ddlUrl= ddlErr=<nil>" country=AU&mo=iPad2%2C7&adv_id=28E75221-91D8-4A95-8E4A-DDAEAF9D9706&ma=Apple&reinstall=False&ann=Y
94.193.26.172 - - [01/Jan/2017:00:23:01 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=9DB79AEB-A53F-48A8-8CA5-34A833C2B600&av=5.3.0&i=com.viator&lag=5.95&n=Launch&e=%7B%22adInfoId%22%3A%229DB79AEB-A53F-48A8-8CA5-34A833C2B600%22%7D&p=iOS&rt=plist&s=F300768C-FB71-4769-9D1D-55F3604A96BE&t=0.00&idfa=9DB79AEB-A53F-48A8-8CA5-34A833C2B600&idfv=D794E462-4F64-4DC4-8E2A-999E8F08339F&seq=1&sdk=Apsalar%2F7.3.1&h=ddaec62b30eb90a7ba55ce7a23dee6fdffa8fa3d HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "94.193.26.172" 0.000 "-" country=GB&mo=iPhone8%2C1&adv_id=9DB79AEB-A53F-48A8-8CA5-34A833C2B600&ma=Apple&ann=Y
127.0.0.1 - - [01/Jan/2017:00:23:01 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=APID&an=Google&p=iOS&u=CF3DF255-37EE-4598-AEB4-3BA80A2D777A&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
107.214.111.187 - - [01/Jan/2017:00:22:05 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=16E2E4E8-E7F4-4754-8C2B-8B89507F53F5&av=5.3.0&i=com.viator&lag=5.32&n=Launch&e=%7B%22adInfoId%22%3A%2216E2E4E8-E7F4-4754-8C2B-8B89507F53F5%22%7D&p=iOS&rt=plist&s=E76C448E-715D-4F02-A11E-224EAE76B981&t=0.01&idfa=16E2E4E8-E7F4-4754-8C2B-8B89507F53F5&idfv=429724D4-C94D-48CF-91A9-DF2B73F93928&seq=1&sdk=Apsalar%2F7.3.1&h=befc88c78806b7667c23c5cebd344d0504d0b342 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "107.214.111.187" 0.000 "-" country=US&mo=iPhone9%2C3&adv_id=16E2E4E8-E7F4-4754-8C2B-8B89507F53F5&ma=Apple&ann=Y
47.15.76.253 - - [01/Jan/2017:00:23:05 -0800] "GET /api/v1/event?a=viator&av=3.3.0&e=%7B%22viewProduct%22%3A%22%5C%222138B7%5C%22%22%2C%22productTitle%22%3A%22Australia+Zoo+by+Croc+Express+Coach%22%2C%22primaryDestinationId%22%3A363%2C%22primaryDestinationName%22%3A%22Brisbane%22%7D&i=com.viator.mobile.android&n=viewProduct&p=Android&rt=json&s=4201c22b-ac69-45bf-9880-c879fab0f0ce&sdk=Apsalar%2F6.5&t=1099.454&u=5631c4eb-7103-4519-b463-bc5ca2ff3d9c&k=AIFA&seq=23&lag=0.017&h=b3ce87f864956d48ca35331d5bf7fa169cc0c2ad HTTP/1.0" 200 18 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0.1; LS-4505 Build/MMB29M)" "47.15.76.253" 0.000 "-" country=IN&mo=LS-4505&adv_id=5631c4eb-7103-4519-b463-bc5ca2ff3d9c&ma=LYF&ann=Y
103.199.36.35 - - [01/Jan/2017:00:23:06 -0800] "GET /api/v1/event?a=viator&k=APID&u=59053037-8057-41C3-BC34-6A92B1219321&av=5.3.0&i=com.viator&lag=0.04&n=viewProduct&e=%7B%22productName%22%3A%22Private%20Cu%20Chi%20Tunnels%20and%20Mekong%20Delta%3A%20Full-Day%20Guided%20Tour%22%2C%22primaryDestinationId%22%3A352%2C%22primaryDestinationName%22%3A%22Ho%20Chi%20Minh%20City%22%2C%22viewProduct%22%3A%22%5C%228399P1%5C%22%22%7D&p=iOS&rt=plist&s=23B0B8D0-2062-4F62-A82C-2F24A4089C33&t=351.65&idfa=18132D9C-B16F-4117-A5B7-7131687AF35C&idfv=49494046-F9AC-4739-A7FC-89C8277B8245&seq=9&sdk=Apsalar%2F7.3.1&h=49a209802e08e04c2b95f5a40f6e2dd122833d87 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "103.199.36.35" 0.000 "-" country=VN&mo=iPhone6%2C2&adv_id=18132D9C-B16F-4117-A5B7-7131687AF35C&ma=Apple&ann=Y
86.98.50.181 - - [01/Jan/2017:00:23:07 -0800] "GET /api/v1/start?a=viator&ab=arm64-v8a&av=3.4.0&br=samsung&c=wifi&de=noblelte&i=com.viator.mobile.android&ma=samsung&mo=SM-N920C&n=Viator&p=Android&pr=nobleltejv&rt=json&s=721cd528-3145-4e81-bc37-b82e8f26bc45&sdk=Apsalar%2F6.5&src=com.android.vending&u=a84772dd-0dc4-4d1c-8c2e-a2c3731a2dd3&k=AIFA&aifa=a84772dd-0dc4-4d1c-8c2e-a2c3731a2dd3&dnt=0&v=6.0.1&lag=0.712&h=a5155e6e23408061405ce7e309fe9d802c694dd7 HTTP/1.0" 200 133 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-N920C Build/MMB29K)" "86.98.50.181" 0.002 "first=false redirect=false startRespTime=2 ddlUrl= ddlErr=<nil>" country=AE&adv_id=a84772dd-0dc4-4d1c-8c2e-a2c3731a2dd3&reinstall=False&ann=Y
127.0.0.1 - - [01/Jan/2017:00:23:08 -0800] "GET /api/v1/refer?ip=86.98.50.181&ca=DPA+Ads%3A+5+carousel%3A6028554517497&an=Facebook&cr=1+All+Products+18-65+CPC+0.35%3A6028554520897&city=&pl=All+Products+18-65+CPC+0.35%3A6028554519497&a=viator&i=com.viator.mobile.android&country=AE&k=AIFA&p=Android&s=Instagram&u=a84772dd-0dc4-4d1c-8c2e-a2c3731a2dd3&click_t=1483258984&h=7fd8cd3f7405d8b6da257a173d17c5e4b706b6aa&region=&op=fb_tw_reeng HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
127.0.0.1 - - [01/Jan/2017:00:23:08 -0800] "GET /api/v1/refer?a=viator&i=com.viator.mobile.android&h=157b80c03133cba0eec1412eccae72f28367b424&k=AIFA&an=Google&p=Android&u=a84772dd-0dc4-4d1c-8c2e-a2c3731a2dd3&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
85.19.219.158 - - [01/Jan/2017:00:23:11 -0800] "GET /api/v1/start?a=viator&av=5.3.0&c=wifi&i=com.viator&lag=0.11&n=Viator&p=iOS&rt=plist&s=D2301ED0-0F3D-4BC3-84F8-2A542F43C767&sdk=Apsalar%2F7.3.1&u=ADDF9B78-7070-4321-928E-F4DF45DE949F&v=10.2&d=iPhone8%2C2&k=IDFA&sc=fb189309987769660&scs=%5B%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22fb189309987769660%22%5D&cr=1&dnt=0&idfa=ADDF9B78-7070-4321-928E-F4DF45DE949F&idfv=133A5C75-4FE6-4335-848C-ECEE89022D5D&h=d75f1b327acebbc263dd98220635381593867e73 HTTP/1.0" 200 457 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "85.19.219.158" 0.001 "first=false redirect=false startRespTime=0 ddlUrl= ddlErr=<nil>" country=NO&mo=iPhone8%2C2&adv_id=ADDF9B78-7070-4321-928E-F4DF45DE949F&ma=Apple&reinstall=False&ann=Y
127.0.0.1 - - [01/Jan/2017:00:23:11 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=IDFA&an=Google&p=iOS&u=ADDF9B78-7070-4321-928E-F4DF45DE949F&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
117.3.71.34 - - [01/Jan/2017:00:23:17 -0800] "GET /api/v1/start?a=viator&av=5.3.0&c=wifi&i=com.viator&lag=0.10&n=Viator&p=iOS&rt=plist&s=D4A251CD-2E15-4127-AE73-74D438FD89CC&sdk=Apsalar%2F7.3.1&u=32382460-C2AC-4A3F-B832-8B003F293B16&v=10.0.2&d=iPhone9%2C3&k=IDFA&sc=fb189309987769660&scs=%5B%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22fb189309987769660%22%5D&cr=1&dnt=0&idfa=32382460-C2AC-4A3F-B832-8B003F293B16&idfv=C2221450-9273-455E-8168-578962FF392E&h=2b2f1069ead51e4c6d51929fcb9aa9f38cfbe0a5 HTTP/1.0" 200 457 "-" "Viator/5.3.0.1 CFNetwork/808.0.2 Darwin/16.0.0" "117.3.71.34" 0.002 "first=false redirect=false startRespTime=1 ddlUrl= ddlErr=<nil>" country=VN&mo=iPhone9%2C3&adv_id=32382460-C2AC-4A3F-B832-8B003F293B16&ma=Apple&reinstall=False&ann=Y
85.19.219.158 - - [01/Jan/2017:00:23:17 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=ADDF9B78-7070-4321-928E-F4DF45DE949F&av=5.3.0&i=com.viator&lag=261.99&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=2D535D4E-A9F2-4434-813F-2A6FFDDF2B1F&t=1121.63&idfa=ADDF9B78-7070-4321-928E-F4DF45DE949F&idfv=133A5C75-4FE6-4335-848C-ECEE89022D5D&seq=0&sdk=Apsalar%2F7.3.1&h=80d683b22d6e12caa61284dae6ca0f5173a5cc9a HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "85.19.219.158" 0.000 "-" country=NO&mo=None&adv_id=None&ma=None&ann=Y
127.0.0.1 - - [01/Jan/2017:00:23:18 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=IDFA&an=Google&p=iOS&u=32382460-C2AC-4A3F-B832-8B003F293B16&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
203.111.232.216 - - [01/Jan/2017:00:23:18 -0800] "GET /api/v1/event?a=viator&k=APID&u=806DB88D-AAC0-4341-925A-E444325AF4FB&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Tuscany%20in%20One%20Day%20Sightseeing%20Tour%22%2C%22primaryDestinationId%22%3A519%2C%22primaryDestinationName%22%3A%22Florence%22%2C%22viewProduct%22%3A%22%5C%225070TUSCANY%5C%22%22%7D&p=iOS&rt=plist&s=7B019B00-1F60-488A-AB94-E47522C29873&t=451.60&idfa=(null)&idfv=D6C929B2-ACBB-4191-82BF-B77FD6F2A9AE&seq=8&sdk=Apsalar%2F7.3.1&h=1b9da9a845cf27b11236f2971c1111427af2ae1b HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "203.111.232.216" 0.000 "-" country=PH&mo=iPhone7%2C2&adv_id=None&ma=Apple&ann=Y
85.19.219.158 - - [01/Jan/2017:00:23:18 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=ADDF9B78-7070-4321-928E-F4DF45DE949F&av=5.3.0&i=com.viator&lag=6.85&n=Launch&e=%7B%22adInfoId%22%3A%22ADDF9B78-7070-4321-928E-F4DF45DE949F%22%7D&p=iOS&rt=plist&s=D2301ED0-0F3D-4BC3-84F8-2A542F43C767&t=0.00&idfa=ADDF9B78-7070-4321-928E-F4DF45DE949F&idfv=133A5C75-4FE6-4335-848C-ECEE89022D5D&seq=1&sdk=Apsalar%2F7.3.1&h=0bc8e45d5327b37763f85eb146950a7ee62c2fb7 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "85.19.219.158" 0.000 "-" country=NO&mo=iPhone8%2C2&adv_id=ADDF9B78-7070-4321-928E-F4DF45DE949F&ma=Apple&ann=Y
47.15.76.253 - - [01/Jan/2017:00:23:23 -0800] "GET /api/v1/event?a=viator&av=3.3.0&e=%7B%22viewProduct%22%3A%22%5C%222138B7%5C%22%22%2C%22productTitle%22%3A%22Australia+Zoo+by+Croc+Express+Coach%22%2C%22primaryDestinationId%22%3A363%2C%22primaryDestinationName%22%3A%22Brisbane%22%7D&i=com.viator.mobile.android&n=viewProduct&p=Android&rt=json&s=4201c22b-ac69-45bf-9880-c879fab0f0ce&sdk=Apsalar%2F6.5&t=1118.101&u=5631c4eb-7103-4519-b463-bc5ca2ff3d9c&k=AIFA&seq=24&lag=0.037&h=63d1eeb09d426aa5461505393eb33f6c5273e1c1 HTTP/1.0" 200 18 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0.1; LS-4505 Build/MMB29M)" "47.15.76.253" 0.000 "-" country=IN&mo=LS-4505&adv_id=5631c4eb-7103-4519-b463-bc5ca2ff3d9c&ma=LYF&ann=Y
122.151.154.214 - - [01/Jan/2017:00:23:24 -0800] "GET /api/v1/event?a=viator&k=APID&u=01C44692-5A88-4882-8720-7BA2593F00EE&av=5.3.0&i=com.viator&lag=0.03&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=E398EC96-4034-4E86-9A5A-B49BF0909003&t=993.86&idfa=(null)&idfv=056170C1-CA41-48E5-A690-E6E1962D8FDB&seq=0&sdk=Apsalar%2F7.3.1&h=722ac765b9245380e2c9dd4f7e24ae9209540550 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "122.151.154.214" 0.000 "-" country=AU&mo=None&adv_id=None&ma=None&ann=Y
85.19.219.158 - - [01/Jan/2017:00:23:23 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=ADDF9B78-7070-4321-928E-F4DF45DE949F&av=5.3.0&i=com.viator&lag=0.06&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=D2301ED0-0F3D-4BC3-84F8-2A542F43C767&t=12.57&idfa=ADDF9B78-7070-4321-928E-F4DF45DE949F&idfv=133A5C75-4FE6-4335-848C-ECEE89022D5D&seq=0&sdk=Apsalar%2F7.3.1&h=84e3a552cdf26fb9b79403e53a3726e866b9cf13 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "85.19.219.158" 0.000 "-" country=NO&mo=None&adv_id=None&ma=None&ann=Y
62.212.109.13 - - [01/Jan/2017:00:23:23 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=49B8D86C-B719-4B6D-9CE2-38E8C94543C7&av=5.2.0&i=com.viator&lag=0.02&n=AddToCart&e=%7B%22primaryDestinationId%22%3A479%2C%22productName%22%3A%22Big%20Bus%20Paris%20Hop-On%20Hop-Off%20Tour%22%2C%22productCode%22%3A%226602PARHOHO%22%2C%22primaryDestinationName%22%3A%22Paris%22%7D&p=iOS&rt=plist&s=D702BA2F-4F38-4E6A-A5C1-513FD1F93498&t=1340.21&idfa=49B8D86C-B719-4B6D-9CE2-38E8C94543C7&idfv=5D019B2A-E6E3-49F5-8464-F8E41F37F990&seq=22&sdk=Apsalar%2F7.3.1&h=dab6d3930d174d364dc618044385783335f23c46 HTTP/1.0" 200 247 "-" "Viator/5.2.0.6 CFNetwork/808.2.16 Darwin/16.3.0" "62.212.109.13" 0.000 "-" country=FR&mo=iPhone8%2C1&adv_id=49B8D86C-B719-4B6D-9CE2-38E8C94543C7&ma=Apple&ann=Y
127.0.0.1 - - [01/Jan/2017:00:23:25 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=IDFA&an=Google&p=iOS&u=49B8D86C-B719-4B6D-9CE2-38E8C94543C7&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
85.19.219.158 - - [01/Jan/2017:00:23:25 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=ADDF9B78-7070-4321-928E-F4DF45DE949F&av=5.3.0&i=com.viator&lag=0.03&n=Launch&e=%7B%22adInfoId%22%3A%22ADDF9B78-7070-4321-928E-F4DF45DE949F%22%7D&p=iOS&rt=plist&s=D2301ED0-0F3D-4BC3-84F8-2A542F43C767&t=13.97&idfa=ADDF9B78-7070-4321-928E-F4DF45DE949F&idfv=133A5C75-4FE6-4335-848C-ECEE89022D5D&seq=2&sdk=Apsalar%2F7.3.1&h=ce845ce0f1d6836ef2c36eda0fc032f0a08cf0de HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "85.19.219.158" 0.000 "-" country=NO&mo=iPhone8%2C2&adv_id=ADDF9B78-7070-4321-928E-F4DF45DE949F&ma=Apple&ann=Y
106.67.26.107 - - [01/Jan/2017:00:23:27 -0800] "GET /api/v1/event?a=viator&k=APID&u=5A886976-374B-4945-894B-D7FFA61C6969&av=5.3.0&i=com.viator&lag=0.02&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=0227BF47-FA11-4C6A-8312-44D49E41BC0F&t=154.59&idfa=25238A66-31F3-4670-9607-CF6A4F091F78&idfv=CFF38C79-1A0D-40C0-A641-BAFEC285D3C1&seq=0&sdk=Apsalar%2F7.3.1&h=7f117236f521e29add2aa4c6ccd5f3a3b02a1d63 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "106.67.26.107" 0.000 "-" country=IN&mo=None&adv_id=None&ma=None&ann=Y
62.212.109.13 - - [01/Jan/2017:00:23:28 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=49B8D86C-B719-4B6D-9CE2-38E8C94543C7&av=5.2.0&i=com.viator&lag=0.05&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=D702BA2F-4F38-4E6A-A5C1-513FD1F93498&t=1345.60&idfa=49B8D86C-B719-4B6D-9CE2-38E8C94543C7&idfv=5D019B2A-E6E3-49F5-8464-F8E41F37F990&seq=0&sdk=Apsalar%2F7.3.1&h=4b396aee0a1d9a763254f6601dc145fa4cf11c83 HTTP/1.0" 200 247 "-" "Viator/5.2.0.6 CFNetwork/808.2.16 Darwin/16.3.0" "62.212.109.13" 0.000 "-" country=FR&mo=None&adv_id=None&ma=None&ann=Y
211.31.163.29 - - [01/Jan/2017:00:22:49 -0800] "GET /api/v1/start?a=viator&ab=armeabi-v7a&av=3.4.0&br=samsung&c=wifi&de=gts210wifi&i=com.viator.mobile.android&ma=samsung&mo=SM-T810&n=Viator&p=Android&pr=gts210wifixx&rt=json&s=cdb9450c-aae2-4082-8136-e598cc4ebc3e&sdk=Apsalar%2F6.5&src=com.android.vending&u=acbecf2a-d34a-4a68-9cff-1a6fa7d81a64&k=AIFA&aifa=acbecf2a-d34a-4a68-9cff-1a6fa7d81a64&dnt=0&v=6.0.1&lag=0.636&h=14db78d2d63f3b8ba31b6878cc0c51809beafe26 HTTP/1.0" 200 133 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-T810 Build/MMB29K)" "211.31.163.29" 0.002 "first=false redirect=false startRespTime=1 ddlUrl= ddlErr=<nil>" country=AU&adv_id=acbecf2a-d34a-4a68-9cff-1a6fa7d81a64&reinstall=False&ann=Y
127.0.0.1 - - [01/Jan/2017:00:23:29 -0800] "GET /api/v1/refer?a=viator&i=com.viator.mobile.android&h=157b80c03133cba0eec1412eccae72f28367b424&k=AIFA&an=Google&p=Android&u=acbecf2a-d34a-4a68-9cff-1a6fa7d81a64&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
127.0.0.1 - - [01/Jan/2017:00:23:30 -0800] "GET /api/v1/refer?ip=211.31.163.29&ca=DPA%3A+NYC+14%3A+Cross-sell%3A6042522980697&an=Facebook&cr=1+New+York+City+18-65+Mobilefeed%2C+Desktopfeed%2C+Mobileexternal+Link+clicks+Link+clicks+Autobid%3A6042522985697&city=&pl=New+York+City+18-65+Mobilefeed%2C+Desktopfeed%2C+Mobileexternal+Link+clicks+Link+clicks+Autobid%3A6042522983297&a=viator&i=com.viator.mobile.android&country=AU&k=AIFA&p=Android&s=Instagram&u=acbecf2a-d34a-4a68-9cff-1a6fa7d81a64&click_t=1483258966&h=7fd8cd3f7405d8b6da257a173d17c5e4b706b6aa&region=&op=fb_tw_reeng HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
138.19.46.127 - - [01/Jan/2017:00:22:41 -0800] "GET /api/v1/event?a=viator&av=3.4.0&e=%7B%22referrer%22%3A%22utm_source%3Dgoogle-play%26utm_medium%3Dorganic%22%7D&i=com.viator.mobile.android&n=__InstallReferrer&p=Android&rt=json&s=9af7137b-3a1a-49ff-a7f6-8f02a3992a1e&sdk=Apsalar%2F6.5&t=6.253&u=3d0467b9-1e8f-4798-84a1-138ec4e25a77&k=AIFA&seq=2&lag=0.423&h=6be9966bb2131a6dd1d85c98faaf558e74612114 HTTP/1.0" 200 18 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G9350 Build/MMB29M)" "138.19.46.127" 0.000 "-"
49.224.204.152 - - [01/Jan/2017:00:23:39 -0800] "GET /api/v1/start?a=viator&av=5.3.0&c=wifi&i=com.viator&lag=0.26&n=Viator&p=iOS&rt=plist&s=DA025DB5-EF2E-40AA-B945-8F64E82423B5&sdk=Apsalar%2F7.3.1&u=3BFEF37C-6980-446C-B5A8-8BC7C52D8C26&v=10.1.1&d=iPhone6%2C2&k=APID&sc=fb189309987769660&scs=%5B%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22fb189309987769660%22%5D&cr=1&dnt=0&idfa=3B4BBF73-B093-4F66-A301-7101368D6AA8&idfv=21D4BC34-6D1C-48C4-82C3-1EB53FC9AA41&h=a3509b432d0e6efe9dcc9c87f527040fbe7d1605 HTTP/1.0" 200 457 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "49.224.204.152" 0.002 "first=false redirect=false startRespTime=1 ddlUrl= ddlErr=<nil>" country=NZ&mo=iPhone6%2C2&adv_id=3B4BBF73-B093-4F66-A301-7101368D6AA8&ma=Apple&reinstall=False&ann=Y
127.0.0.1 - - [01/Jan/2017:00:23:40 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=APID&an=Google&p=iOS&u=3BFEF37C-6980-446C-B5A8-8BC7C52D8C26&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
203.156.183.233 - - [01/Jan/2017:00:23:21 -0800] "GET /api/v1/event?a=viator&k=APID&u=B2919101-1081-4508-B94A-0A7EB2C83C28&av=5.3.0&i=com.viator&lag=0.02&n=viewProduct&e=%7B%22productName%22%3A%22Half-Day%20Visit%20to%20Hug%20Elephant%20Sanctuary%20in%20Chiang%20Mai%22%2C%22primaryDestinationId%22%3A5267%2C%22primaryDestinationName%22%3A%22Chiang%20Mai%22%2C%22viewProduct%22%3A%22%5C%2231668P2%5C%22%22%7D&p=iOS&rt=plist&s=747C2135-BC10-4177-8807-2D9765BEF823&t=424.96&idfa=659E6480-E7F8-4A92-8A75-1CFFE78D6DB2&idfv=114F2DB8-50F0-40C2-AE4D-AAFE0C286985&seq=8&sdk=Apsalar%2F7.3.1&h=6b951f5c539292a94a9785515776578396117185 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.0.2 Darwin/16.0.0" "203.156.183.233" 0.000 "-" country=TH&mo=iPhone8%2C1&adv_id=659E6480-E7F8-4A92-8A75-1CFFE78D6DB2&ma=Apple&ann=Y
203.156.183.233 - - [01/Jan/2017:00:23:34 -0800] "GET /api/v1/event?a=viator&k=APID&u=B2919101-1081-4508-B94A-0A7EB2C83C28&av=5.3.0&i=com.viator&lag=0.02&n=viewProduct&e=%7B%22productName%22%3A%221-Day%20Ethical%20Choice%20Tour%20to%20the%20Elephant%20Nature%20Park%20with%20Private%20Transportation%22%2C%22primaryDestinationId%22%3A5267%2C%22primaryDestinationName%22%3A%22Chiang%20Mai%22%2C%22viewProduct%22%3A%22%5C%229566P136%5C%22%22%7D&p=iOS&rt=plist&s=747C2135-BC10-4177-8807-2D9765BEF823&t=437.70&idfa=659E6480-E7F8-4A92-8A75-1CFFE78D6DB2&idfv=114F2DB8-50F0-40C2-AE4D-AAFE0C286985&seq=9&sdk=Apsalar%2F7.3.1&h=d44d1ead74d087534ab36e08c3f007bc796d11af HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.0.2 Darwin/16.0.0" "203.156.183.233" 0.000 "-" country=TH&mo=iPhone8%2C1&adv_id=659E6480-E7F8-4A92-8A75-1CFFE78D6DB2&ma=Apple&ann=Y
